player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Devante Downs,49842,LB,CAL,12,19,1,82.1,0,0,130,0,0,80.5,67.1,86.8,65.6,55.0,75.1,1,6,0,1,34.0,8.6,8,1,1,101.9,23,2,0,702,2,366,815,61,0,0,61,0,1,754,43,406,48,28,66,2,28,9,1,257,212,11.2
Gerri Green,50228,LB,MISS STATE,12,8,0,66.7,0,0,227,1,0,57.8,57.3,84.2,58.4,56.3,75.0,0,3,0,0,23.0,8.8,3,1,1,103.7,10,0,0,273,2,162,343,35,0,0,35,0,2,308,29,152,31,6,23,1,15,3,1,86,66,8.6
Shaquem Griffin,50657,LB,UCF,12,8,0,62.5,0,2,323,2,0,90.1,80.2,78.6,69.8,71.3,60.8,5,11,0,1,20.0,16.9,14,7,1,58.2,20,11,0,61,10,214,801,541,0,0,541,0,0,260,195,392,188,48,61,7,32,27,0,131,116,6.6
Josey Jewell,50720,LB,IOWA,12,25,1,55.3,0,1,192,0,0,63.0,76.9,27.8,64.8,85.0,83.7,5,8,0,0,26.0,9.3,11,5,2,68.3,21,0,0,633,0,330,742,7,0,0,7,0,0,735,41,371,102,49,82,4,38,13,0,184,121,8.8
Cody Barton,50727,LB,UTAH,11,10,1,71.4,0,0,328,0,0,61.0,60.4,46.9,67.5,56.8,80.7,4,7,0,0,23.0,5.4,3,1,1,99.9,20,3,0,391,1,241,480,42,0,0,42,0,5,438,59,180,40,26,43,5,28,14,1,177,114,8.9
Cameron Smith,50739,LB,USC,12,17,3,87.0,0,0,326,1,0,73.6,74.4,84.2,57.6,74.3,80.2,0,10,0,0,23.0,8.5,7,2,0,102.7,20,1,0,589,0,248,654,19,0,0,19,0,0,635,96,310,46,40,58,6,23,11,1,119,82,6.0
Jack Cichy,50787,LB,WISCONSIN,7,10,1,75.0,0,1,349,0,0,79.5,90.0,85.0,67.9,88.9,69.1,3,4,0,0,31.0,12.9,8,2,0,100.5,12,4,0,367,1,162,388,8,0,0,8,0,2,380,55,171,10,30,44,5,16,11,0,138,83,11.5
Terrell Lewis,50809,LB,GA TECH,6,4,0,81.8,0,0,176,0,0,51.5,62.9,5.0,61.6,76.3,76.2,1,1,0,0,26.0,9.5,2,0,1,106.4,9,0,0,105,0,59,154,28,0,0,28,0,4,126,21,74,17,7,15,3,11,2,0,105,50,11.7
Ulysees Gilbert,50810,LB,AKRON,12,28,0,82.8,1,1,102,0,0,82.5,77.2,48.0,66.5,73.1,77.3,6,13,0,0,29.0,11.7,14,2,2,97.1,24,3,0,715,0,339,931,148,4,0,144,0,1,783,105,487,64,45,78,6,29,22,0,212,179,8.8
Keishawn Bierria,50812,LB,WASHINGTON,12,12,1,66.7,0,2,340,4,0,67.1,74.5,85.7,90.8,67.9,56.7,1,12,0,0,22.0,17.9,12,1,0,93.0,18,2,0,519,1,289,554,9,0,0,9,0,0,545,27,238,25,28,43,3,27,15,1,149,85,8.3
Jordyn Brooks,50851,LB,TEXAS TECH,12,17,3,80.0,0,1,315,0,0,49.8,65.1,85.9,63.8,72.6,64.7,1,5,0,0,29.0,11.2,10,0,0,117.2,20,1,0,619,0,300,706,52,0,0,52,0,0,654,57,349,35,25,62,4,25,7,1,223,134,11.2
Micah Kiser,50879,LB,VIRGINIA,12,18,6,63.2,0,2,335,2,0,76.0,75.8,16.4,79.3,69.5,77.1,2,21,0,1,31.0,10.7,13,3,3,99.3,24,7,0,787,1,328,861,18,0,0,18,0,4,843,109,424,51,54,91,3,38,30,3,267,190,11.1
Malik Jefferson,50884,LB,TEXAS,11,10,4,91.7,0,1,311,0,0,67.2,70.5,86.7,69.8,66.5,69.2,4,9,0,0,24.0,16.9,11,0,0,97.2,11,5,0,461,0,207,609,104,0,0,104,0,0,505,99,303,44,33,44,4,12,18,0,88,87,8.0
Roquan Smith,50892,LB,GEORGIA,12,10,0,71.4,0,3,173,1,0,85.8,90.9,50.0,62.7,90.8,70.0,3,3,0,0,14.0,12.9,11,2,1,75.4,20,0,1,523,1,260,552,12,0,0,12,0,0,540,25,267,16,32,64,6,28,6,0,93,103,4.7
Andre Smith,50897,LB,N CAROLINA,12,23,0,65.9,0,1,245,0,0,65.6,71.3,31.3,58.5,74.1,81.3,0,4,0,0,34.0,8.2,10,4,2,108.7,27,2,0,721,2,281,801,2,0,0,2,0,9,799,36,484,67,49,89,4,41,6,2,349,250,12.9
Tremaine Edmunds,50905,LB,VA TECH,12,15,0,69.4,0,0,337,1,0,73.7,72.6,87.8,63.1,68.8,69.3,4,11,0,0,25.0,12.9,12,2,0,88.4,25,6,0,650,3,354,808,68,0,0,68,0,0,740,87,367,87,49,66,9,36,21,1,166,141,6.6
Deshaun Davis,50932,LB,AUBURN,12,19,0,72.0,1,0,115,0,0,66.3,71.1,11.1,54.7,77.9,54.7,0,5,0,0,30.0,20.8,16,1,2,117.6,18,0,0,496,1,265,556,35,0,0,35,0,0,521,52,239,24,31,42,8,25,5,2,173,176,9.6
Leighton Vander Esch,50950,LB,BOISE ST,5,2,0,100.0,0,0,120,0,0,69.9,70.0,77.9,60.7,67.7,73.5,0,1,0,1,16.0,9.5,2,0,0,58.8,5,1,0,118,1,59,131,7,0,0,7,0,0,124,11,61,5,8,17,1,5,2,0,38,27,7.6
Bobby Okereke,50954,LB,STANFORD,12,9,0,64.7,0,0,300,0,0,47.1,51.9,82.2,65.3,54.5,64.6,2,5,0,0,29.0,18.4,7,0,0,127.8,11,2,0,291,0,140,317,4,0,0,4,0,0,313,31,146,22,12,22,1,17,9,2,133,102,12.1
Travin Howard,50959,LB,TCU,12,16,0,65.9,0,1,305,2,0,74.0,73.9,86.6,59.9,71.4,70.0,0,5,0,1,28.0,13.2,18,2,0,80.3,27,1,0,717,16,435,913,32,0,0,32,0,7,881,45,433,141,56,102,2,41,6,1,250,166,9.3
Ja'Whaun Bentley,50966,LB,PURDUE,8,6,0,92.9,0,0,273,0,0,53.7,73.2,84.1,58.0,82.0,76.0,0,3,0,0,38.0,9.3,5,0,0,158.3,13,1,0,415,2,138,432,5,0,0,5,0,0,427,36,258,10,28,43,8,14,4,2,177,144,13.6
Ben Burr-Kirven,50967,LB,WASHINGTON,12,6,0,78.3,0,0,340,0,0,49.5,61.6,82.4,75.0,68.0,56.9,3,7,0,1,45.0,19.5,8,1,0,123.1,18,0,0,258,2,140,284,1,0,0,1,0,0,283,27,117,23,16,27,0,23,10,3,193,92,10.7
Kenny Young,51029,LB,UCLA,12,19,0,78.8,0,0,324,3,0,83.2,81.1,89.5,70.7,70.2,87.3,6,5,0,1,18.0,4.7,4,0,1,76.3,26,4,0,691,0,361,815,43,1,1,41,0,0,772,62,392,81,32,63,2,33,15,0,176,188,6.8
Vosean Joseph,51047,LB,FLORIDA,8,1,0,,0,0,163,0,0,52.5,52.7,76.7,55.5,56.2,33.6,0,1,0,0,,37.5,3,0,1,0.0,0,0,0,56,0,14,66,7,0,0,7,0,0,59,6,46,2,1,4,0,0,1,0,0,0,
Shaquille Quarterman,51048,LB,MIAMI FL,12,11,0,85.7,0,0,220,1,1,76.3,70.6,89.0,52.1,68.8,67.4,3,8,0,0,24.0,12.2,10,0,0,132.6,24,4,0,685,0,302,750,46,0,0,46,0,0,704,124,324,18,44,61,6,28,15,4,177,159,7.4
Jahlani Tavai,51055,LB,HAWAII,13,13,0,77.8,1,1,180,1,0,61.3,66.0,65.2,69.6,62.2,66.9,1,14,0,1,20.0,15.3,18,1,1,99.1,14,8,0,854,1,257,909,35,1,9,25,0,1,874,141,511,18,50,87,7,18,23,1,160,106,11.4
Fred Warner,51222,LB,BYU,12,10,0,66.7,0,2,128,0,0,82.8,79.9,61.2,57.5,78.6,68.5,2,2,1,3,44.0,15.5,13,1,1,85.9,34,2,0,191,14,358,723,97,0,0,97,0,15,626,52,313,406,33,61,7,51,6,3,406,282,11.9
Kaden Elliss,51485,LB,IDAHO,12,4,1,65.5,0,3,185,2,0,92.5,83.7,71.0,69.0,65.3,69.4,3,18,1,5,30.0,13.3,8,1,1,63.5,19,2,0,276,2,256,794,274,0,0,274,0,0,520,194,344,242,30,48,5,29,23,2,163,142,8.6
Dorian O'Daniel,51487,LB,CLEMSON,12,5,1,78.6,0,1,140,0,0,66.4,73.3,40.4,74.4,79.0,72.2,2,4,0,1,51.0,11.6,5,0,1,81.5,11,4,0,113,5,127,361,63,0,0,63,0,0,298,32,202,180,21,33,7,14,10,0,150,139,13.6
Quentin Poling,51491,LB,OHIO,12,17,1,82.1,0,1,259,0,0,62.1,76.6,86.5,75.3,82.8,58.7,8,5,0,0,75.0,17.1,18,3,0,126.1,32,5,0,719,0,427,799,13,0,0,13,0,3,786,72,300,63,48,70,6,39,18,2,396,249,12.4
Dre Greenlaw,51503,LB,ARKANSAS,6,2,0,61.5,0,1,111,2,0,71.3,65.0,84.3,57.6,54.0,71.0,0,1,0,1,14.0,11.8,4,0,0,41.8,8,0,0,215,0,169,297,4,0,0,4,0,3,293,5,123,75,15,28,1,13,1,0,64,50,8.0
Clay Johnston,25685,LB,BAYLOR,8,14,0,82.4,0,1,118,0,0,63.7,62.8,45.2,57.4,63.3,56.7,0,9,0,0,52.0,19.5,15,1,1,131.1,14,2,0,440,0,208,492,16,3,0,13,0,0,476,43,241,36,30,48,6,17,11,1,183,91,13.1
Malik Harrison,28081,LB,OHIO STATE,12,6,0,70.0,0,0,260,0,0,57.2,63.6,35.3,59.8,74.2,75.2,0,1,0,0,36.0,9.1,3,1,1,107.1,14,2,0,142,3,120,276,81,0,0,81,0,3,195,55,101,47,15,24,1,20,3,1,144,147,10.3
Jerome Baker,28091,LB,OHIO STATE,11,10,1,80.6,0,1,260,1,1,57.6,69.9,85.5,75.4,74.8,76.4,5,6,0,0,24.0,9.3,5,2,1,125.4,25,2,0,459,9,280,610,40,0,0,40,0,8,570,52,278,94,26,39,3,31,13,3,197,114,7.9
Troy Dye,28251,LB,OREGON,12,21,1,82.9,0,1,264,0,0,81.2,82.4,59.9,61.0,81.4,77.5,5,3,0,1,31.0,9.8,10,2,1,100.0,29,4,0,771,2,419,832,9,0,0,9,0,0,823,62,351,50,52,71,9,35,12,2,220,192,7.6
Germaine Pratt,29407,LB,NC STATE,12,10,0,63.2,0,0,248,1,0,76.2,81.4,84.9,51.5,87.9,83.4,2,3,1,2,47.0,5.1,3,1,0,46.9,12,0,0,374,8,217,468,29,0,0,29,0,2,439,61,190,54,26,46,8,19,5,0,145,100,12.1
Logan Wilson,29623,LB,WYOMING,12,22,0,68.6,0,1,351,1,1,62.2,77.3,60.2,88.0,77.8,82.3,2,2,0,0,50.0,9.8,12,1,1,110.4,24,1,0,734,0,311,837,9,0,0,9,0,3,828,32,494,89,48,88,7,35,5,2,270,182,11.3
Dakota Allen,30076,LB,TEXAS TECH,12,31,1,72.0,1,1,315,1,0,81.9,89.9,65.1,63.6,88.7,80.5,3,9,0,2,28.0,7.7,8,3,1,54.9,18,1,0,864,0,431,913,36,0,0,36,0,0,877,97,385,12,40,65,5,25,13,0,157,112,8.7
Ty Summers,30242,LB,TCU,12,14,0,68.8,0,0,305,1,0,84.0,86.8,86.9,71.3,84.2,70.0,1,8,0,1,46.0,12.7,7,2,0,66.7,11,4,0,255,0,176,421,101,0,0,94,7,0,320,84,161,65,26,34,3,16,13,0,128,114,11.6
Tae Crowder,35774,LB,GEORGIA,4,0,0,100.0,0,0,173,0,0,53.9,54.8,74.7,59.0,58.6,33.0,0,0,0,0,8.0,33.3,1,0,0,100.0,1,0,0,21,0,7,25,2,0,0,2,0,0,23,2,16,2,0,2,0,1,0,0,8,5,8.0
Casey Toohill,38472,LB,STANFORD,12,2,0,100.0,0,0,300,1,0,82.5,69.5,89.4,58.2,63.3,52.9,2,8,0,1,13.0,21.4,3,0,0,54.2,2,1,0,7,4,49,314,257,0,4,238,15,0,57,101,164,46,8,9,2,2,11,0,13,9,6.5
Matthew Adams,38526,LB,HOUSTON,10,15,0,75.9,0,1,182,1,0,61.6,67.2,80.4,57.4,71.3,82.9,0,7,0,0,64.0,6.2,5,1,0,127.4,22,1,0,541,0,271,617,3,0,0,3,0,0,614,39,307,73,35,61,5,29,8,2,272,136,12.4
Evan Weaver,38534,LB,CAL,12,8,0,56.3,0,0,130,0,0,81.9,79.5,0.0,52.0,80.2,90.4,0,5,0,0,43.0,4.2,2,1,2,73.7,9,0,0,286,0,116,301,2,0,0,2,0,2,299,29,156,10,15,38,2,16,5,0,95,83,10.6
Cullen Gillaspia,38844,LB,TEXAS A&M,3,1,0,,0,0,312,0,0,62.2,83.3,72.6,60.0,83.2,71.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,4,0,3,14,9,0,0,9,0,0,5,1,10,1,0,0,0,0,0,0,0,0,
Chapelle Russell,38876,LB,TEMPLE,9,13,0,90.5,1,2,306,0,0,53.4,65.1,43.7,56.3,75.3,70.9,1,9,0,0,25.0,11.8,10,0,1,115.7,19,1,0,349,1,166,432,36,0,0,36,0,6,396,45,221,40,29,62,4,21,11,1,167,102,8.8
Chris Moore,42400,LB,VIRGINIA,11,7,0,73.3,0,0,335,0,0,70.2,70.5,87.4,48.4,74.1,83.1,0,2,0,1,18.0,7.3,3,1,5,78.8,11,0,0,287,9,333,636,58,0,0,58,0,62,578,20,283,220,15,31,3,15,2,1,76,17,6.9
Cam Brown,42516,LB,PENN STATE,11,7,0,63.2,0,0,266,0,0,50.1,62.7,0.0,73.3,79.7,89.5,1,8,0,0,36.0,0.0,0,1,2,104.7,12,1,0,149,2,112,231,28,0,0,28,0,0,203,27,92,52,6,14,1,19,10,1,148,118,12.3
Shaun Bradley,42632,LB,TEMPLE,12,20,1,70.8,0,1,306,0,0,82.2,68.6,0.0,58.5,61.1,77.7,4,5,0,0,24.0,9.1,8,0,3,121.4,17,1,0,555,0,268,660,33,0,0,33,0,27,627,59,333,45,40,60,8,24,10,3,119,117,7.0
Justin Strnad,42659,LB,WAKE,12,6,0,71.4,0,1,339,0,0,74.7,73.6,30.5,69.9,66.8,68.6,1,6,0,3,20.0,13.2,5,0,1,70.0,15,4,0,302,0,192,355,8,0,0,8,0,0,347,54,109,44,20,27,3,21,11,1,162,69,10.8
Chad Kelly,42886,LB,BAYLOR,3,0,0,,0,0,118,0,0,,62.7,69.5,60.0,62.6,73.6,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,6,0,0,7,0,0,0,0,0,0,7,1,6,1,1,1,0,0,0,0,0,0,
Devin White,43089,LB,LSU,12,27,1,66.7,1,0,211,1,0,69.8,72.4,0.0,78.8,67.7,68.0,6,22,0,1,28.0,14.5,16,3,4,74.3,14,4,0,693,18,332,742,8,0,0,8,0,0,734,73,337,22,46,67,10,21,32,0,184,139,13.1
Cassh Maluia,43524,LB,WYOMING,12,11,1,70.4,0,1,351,3,0,61.4,55.5,85.2,48.2,54.0,45.4,1,4,0,1,28.0,20.0,16,2,0,96.2,19,0,0,577,1,229,624,7,0,0,7,0,1,617,29,366,36,31,53,2,27,5,2,170,83,8.9
T.J. Brunson,44198,LB,S CAROLINA,12,23,0,86.2,0,0,289,3,1,57.4,59.7,55.3,61.6,61.1,52.7,2,8,0,0,61.0,18.4,18,0,1,119.5,25,0,0,675,1,358,772,55,0,0,55,0,2,717,65,349,39,29,57,3,29,10,1,288,224,11.5
Markus Bailey,49681,LB,PURDUE,12,15,0,72.0,0,1,273,1,0,72.2,79.7,55.1,76.4,85.0,86.4,0,17,0,1,25.0,7.8,7,3,4,106.6,36,7,0,326,7,382,870,307,0,0,307,0,1,563,106,382,229,48,68,2,50,24,4,314,213,8.7
Shaun Dion Hamilton,49706,LB,ALABAMA,9,9,0,58.8,0,1,103,0,0,78.3,80.2,83.9,70.9,73.3,62.6,2,4,0,0,12.0,15.2,7,2,0,66.1,10,2,0,348,0,169,378,5,0,0,5,0,0,373,33,176,25,20,30,3,17,8,0,61,51,6.1
Cole Holcomb,49753,LB,N CAROLINA,11,20,1,65.4,0,0,245,1,0,48.3,62.6,53.6,63.4,72.6,70.1,2,9,0,0,51.0,12.4,12,2,3,103.0,17,1,0,571,5,278,649,16,0,0,16,0,0,633,43,328,57,28,65,1,26,12,1,210,145,12.4
Christian Sam,49817,LB,ARIZONA ST,12,20,0,83.3,0,1,110,0,0,41.9,60.9,37.4,67.4,73.5,74.2,2,10,0,1,60.0,9.4,13,1,2,105.5,45,3,0,803,2,442,870,18,0,0,18,0,6,852,56,372,41,60,106,6,54,15,1,523,439,11.6
Azeem Victor,49818,LB,WASHINGTON,9,6,1,60.0,0,0,340,0,0,52.0,67.6,83.2,67.5,78.3,78.6,1,4,0,0,8.0,6.9,2,2,0,100.0,6,2,0,158,0,98,225,55,0,2,52,1,0,170,39,88,12,13,21,0,10,7,1,35,29,5.8
Chris Covington,49825,LB,INDIANA,12,21,0,63.0,1,0,190,0,0,85.3,80.0,33.2,64.0,74.7,85.1,6,8,0,0,59.0,7.4,7,4,2,94.4,17,3,0,544,3,239,700,88,0,0,88,0,0,612,100,361,63,52,67,7,27,17,1,178,162,10.5
Zaire Franklin,49834,LB,SYRACUSE,12,28,2,79.4,0,3,304,0,0,73.5,76.7,60.1,67.0,73.5,71.9,7,13,0,0,51.0,14.3,15,1,1,139.5,27,1,0,727,1,291,789,25,0,1,24,0,0,764,110,388,36,35,62,4,34,21,4,274,199,10.1
Ryan Connelly,49840,LB,WISCONSIN,12,10,0,62.2,0,0,349,1,0,75.7,74.7,85.6,58.8,71.4,72.5,2,7,0,0,24.0,10.8,7,1,0,83.3,23,4,0,448,6,272,517,12,0,0,12,0,1,505,48,197,49,38,48,5,37,13,1,181,87,7.9
Devante Downs,49842,LB,CAL,7,16,0,89.5,0,2,130,2,0,67.9,78.8,0.0,85.9,78.4,77.7,6,9,0,2,23.0,7.6,5,1,3,77.1,17,3,0,390,1,189,422,1,0,0,1,0,1,421,56,177,28,20,45,2,19,18,1,148,97,8.7
Oren Burks,50203,LB,VANDERBILT,12,22,0,78.9,0,1,333,1,0,69.0,57.4,86.9,57.6,48.9,68.9,1,2,0,1,57.0,11.7,11,2,0,103.8,30,3,0,546,4,283,682,72,0,0,72,0,2,610,41,358,58,37,61,6,38,6,2,279,167,9.3
Rashaan Evans,50213,LB,ALABAMA,10,13,0,80.0,0,1,103,1,0,59.0,79.4,20.6,86.8,81.9,69.5,10,11,0,0,23.0,12.5,7,1,2,105.6,16,5,0,386,1,177,501,87,0,0,87,0,2,414,88,236,25,24,36,3,20,26,1,107,110,6.7
Josey Jewell,50720,LB,IOWA,11,27,2,80.0,0,0,192,0,0,77.5,81.9,86.4,71.2,77.4,74.2,2,6,0,2,18.0,13.0,17,9,0,73.0,36,3,0,667,1,395,754,0,0,0,0,0,0,754,39,320,85,53,87,8,45,11,0,268,232,7.4
Cody Barton,50727,LB,UTAH,12,11,0,76.9,0,0,328,1,0,61.9,69.6,85.0,64.3,74.2,83.9,0,3,0,0,25.0,5.6,2,1,0,125.2,10,4,0,267,2,170,381,88,0,0,88,0,0,293,53,158,24,13,23,0,13,7,1,104,73,10.4
Cameron Smith,50739,LB,USC,12,26,1,81.3,0,0,326,1,0,67.2,73.4,86.0,50.3,79.6,70.8,3,9,0,1,37.0,13.6,15,2,0,109.8,26,0,0,745,4,432,839,25,0,0,25,0,0,814,69,338,65,45,69,9,32,12,2,271,196,10.4
Terrell Lewis,50809,LB,GA TECH,7,4,0,85.7,0,0,176,0,0,68.9,72.4,79.2,70.0,69.6,78.7,1,0,0,0,19.0,4.8,1,0,0,92.3,6,0,0,110,0,61,122,7,0,0,7,0,1,115,8,53,4,5,16,1,7,1,0,43,32,7.2
Ulysees Gilbert,50810,LB,AKRON,12,23,0,77.8,0,2,102,1,1,72.3,76.4,62.6,78.1,71.9,86.3,7,9,1,2,43.0,8.4,9,1,1,93.4,35,7,0,684,4,347,858,58,0,0,58,0,0,800,115,396,112,39,75,4,45,23,2,329,273,9.4
Keishawn Bierria,50812,LB,WASHINGTON,12,12,0,66.7,0,2,340,2,0,64.1,74.2,85.7,81.5,73.0,62.9,1,8,0,0,22.0,14.3,8,2,0,79.9,22,1,0,551,0,289,575,7,0,0,7,0,1,568,41,245,16,19,36,3,33,10,0,176,142,8.0
