player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Brandon Jones,43049,S,TEXAS,5,0,0,50.0,0,0,311,0,0,58.1,55.6,81.5,56.7,50.0,70.4,0,0,0,0,15.0,14.3,1,0,0,71.9,2,0,0,13,0,51,88,3,0,0,3,0,45,85,2,35,26,1,6,0,4,0,0,27,14,13.5
Josh Metellus,43395,S,MICHIGAN,5,1,0,,0,0,222,0,0,71.7,78.1,73.7,68.9,76.3,83.2,0,0,0,0,,0.0,0,0,0,0.0,0,1,0,20,0,12,38,1,0,0,1,0,13,37,1,25,4,3,5,0,0,1,0,0,0,
Kyzir White,44485,S,W VIRGINIA,11,9,0,59.5,1,2,343,1,0,74.7,75.7,33.4,66.0,80.2,77.0,2,2,0,0,30.0,11.5,7,1,4,72.4,22,3,0,150,3,330,735,95,0,0,95,0,80,640,62,343,407,27,45,3,37,7,0,184,143,8.4
Jordan Fuller,45326,S,OHIO STATE,5,0,0,33.3,0,0,260,0,0,67.6,67.5,78.9,,64.0,82.8,0,0,0,0,3.0,0.0,0,0,0,42.4,1,0,0,7,0,38,71,0,0,0,0,0,35,71,0,33,29,1,6,0,3,0,0,3,0,3.0
Nick Scott,49012,S,PENN STATE,5,0,0,0.0,0,0,266,0,0,78.8,76.5,75.7,,60.0,,0,0,0,0,,,0,1,0,39.6,0,0,0,1,0,14,22,0,0,0,0,0,19,22,0,8,2,0,0,0,1,0,0,0,0,
Saquan Hampton,49037,S,RUTGERS,7,2,0,72.0,0,0,278,0,0,69.7,65.1,87.4,,55.3,45.0,0,0,0,1,61.0,24.1,14,0,1,100.1,18,0,0,86,1,169,429,3,0,0,3,0,211,426,0,260,126,14,42,3,25,0,1,248,159,13.8
Justin Reid,49048,S,STANFORD,12,3,0,57.1,1,0,300,0,0,80.5,80.5,44.5,54.9,82.5,79.2,0,1,0,0,36.0,9.6,5,7,2,87.4,16,0,0,85,11,314,533,11,0,0,11,0,177,522,9,210,249,18,44,4,28,1,1,173,66,10.8
Tre Flowers,49059,S,OKLA STATE,12,9,0,56.8,0,2,262,2,0,74.2,75.6,90.5,,75.0,54.9,0,0,0,0,67.0,21.6,16,8,2,85.0,25,0,0,119,8,415,794,3,0,0,3,0,342,791,0,379,321,17,49,3,44,0,1,296,129,11.8
Khaleke Hudson,49073,S,MICHIGAN,5,1,1,100.0,0,0,222,0,0,61.0,67.5,77.8,67.9,69.1,78.5,0,1,0,0,12.0,0.0,0,0,0,89.6,2,0,0,3,0,11,37,6,0,0,6,0,14,31,2,24,12,2,3,1,2,1,0,11,6,5.5
Jessie Bates III,49162,S,WAKE,12,14,0,65.1,1,1,339,0,0,76.8,79.5,88.6,58.7,79.7,88.7,0,1,2,5,58.0,6.1,6,3,2,62.9,28,0,0,137,0,424,795,0,0,0,0,0,529,795,2,369,129,18,79,3,43,1,2,316,94,11.3
Tarvarius Moore,49178,S,SO MISS,10,2,0,50.0,0,0,296,0,0,72.4,71.7,80.1,56.2,69.5,51.9,0,0,0,1,4.0,21.4,3,0,0,16.7,1,0,0,57,0,48,131,3,0,0,3,0,49,128,4,79,22,6,9,2,2,0,0,4,0,4.0
Jordan Whitehead,49196,S,PITTSBURGH,9,11,0,67.7,0,1,268,1,0,78.4,76.5,87.0,55.3,69.1,69.6,0,0,1,1,29.0,14.9,11,0,0,74.8,21,0,0,242,3,408,645,1,0,0,1,0,309,644,3,234,90,13,52,2,31,0,0,221,77,10.5
Ronnie Harrison,49206,S,ALABAMA,12,13,0,52.3,0,0,103,2,1,69.9,72.8,86.8,75.1,75.0,81.2,3,2,1,2,63.0,10.5,6,4,1,79.5,23,0,0,184,4,409,703,14,0,0,14,0,348,689,17,277,153,10,38,1,44,5,3,317,130,13.8
Marvell Tell III,49217,S,USC,12,4,0,55.6,0,0,326,0,0,60.6,61.0,39.5,50.0,65.6,72.1,1,1,0,1,56.0,12.8,6,1,1,80.6,10,0,0,90,1,276,528,4,0,0,4,0,400,524,12,240,33,11,37,2,18,2,1,159,68,15.9
Troy Apke,49260,S,PENN STATE,11,7,0,68.8,0,0,266,1,0,45.8,50.7,83.7,57.5,62.9,64.2,0,1,0,1,37.0,14.3,4,0,0,120.8,11,0,0,84,1,147,262,0,0,0,0,0,132,262,3,112,45,3,17,0,16,1,2,184,49,16.7
Marcus Allen,49263,S,PENN STATE,12,15,0,50.0,0,1,266,2,0,71.5,77.0,24.0,55.7,85.9,72.3,0,0,0,0,52.0,11.5,11,2,3,95.5,14,0,0,335,1,436,806,4,0,0,4,0,429,802,4,366,37,25,70,7,28,0,2,188,85,13.4
Taylor Rapp,51172,S,WASHINGTON,11,5,0,84.6,0,1,340,0,0,68.2,70.6,88.2,55.3,76.5,64.6,0,0,0,2,23.0,7.7,3,2,1,95.2,22,0,0,65,1,335,559,3,0,0,3,0,306,556,6,218,184,6,31,0,26,0,2,218,86,9.9
Armani Watts,51264,S,TEXAS A&M,9,10,0,55.6,0,2,312,2,0,82.1,82.1,89.2,69.8,76.9,51.6,1,0,0,2,25.0,21.4,15,2,0,39.4,15,1,0,242,0,346,671,4,0,0,4,0,304,667,6,319,121,18,45,4,27,2,0,142,81,9.5
Drue Tranquill,51276,S,NOTRE DAME,12,13,0,65.5,0,0,258,0,0,55.7,61.5,52.4,77.6,67.4,62.6,0,3,0,1,62.0,17.2,16,1,2,91.6,19,0,0,242,7,294,683,26,0,0,24,2,254,657,11,378,152,23,64,3,29,3,1,263,153,13.8
Mike Edwards,51282,S,KENTUCKY,12,21,0,48.0,0,0,202,0,0,53.4,59.6,89.7,72.7,67.1,68.4,1,1,0,3,71.0,14.4,14,2,1,97.2,24,1,0,162,11,373,821,7,0,0,7,0,340,814,7,441,301,17,62,4,50,3,6,486,217,20.3
Khari Willis,51304,S,MICH STATE,9,2,0,63.6,0,0,223,0,0,52.6,51.9,83.5,64.0,50.1,71.0,0,0,0,0,43.0,13.6,3,1,0,133.9,7,0,0,55,2,76,178,9,0,0,9,0,71,169,3,99,41,6,17,0,11,0,1,128,16,18.3
David Williams,51316,S,S JOSE ST,9,4,0,100.0,0,0,285,0,0,59.4,53.8,25.9,60.2,52.7,67.7,0,0,0,0,16.0,11.1,2,0,1,158.3,1,0,0,75,0,37,179,81,0,0,81,0,1,98,18,124,21,5,12,1,1,0,1,16,4,16.0
Terrell Edmunds,51334,S,VA TECH,12,9,0,45.5,0,0,337,1,0,83.8,77.4,57.4,56.0,65.3,58.4,0,0,0,3,70.0,19.4,14,3,4,50.4,15,0,0,325,27,428,768,26,0,0,26,0,249,742,5,335,141,13,49,1,33,0,2,223,98,14.9
Will Harris,51336,S,BOSTON COL,12,6,0,65.6,0,0,121,0,0,81.0,75.8,53.1,60.6,66.6,68.0,0,1,0,2,79.0,14.5,8,3,3,88.9,21,0,0,245,6,411,711,14,0,0,14,0,286,697,6,294,160,12,41,1,32,1,2,287,181,13.7
Amani Hooker,51378,S,IOWA,3,0,0,0.0,0,0,192,0,0,54.6,55.4,74.5,,60.0,76.4,0,0,0,0,,,0,0,0,39.6,0,0,0,1,0,14,16,0,0,0,0,0,14,16,0,2,1,0,0,0,1,0,0,0,0,
Marcus Epps,51391,S,WYOMING,12,14,0,63.0,0,1,351,2,0,56.2,63.1,87.7,55.2,73.8,67.0,0,0,1,3,63.0,15.4,16,3,1,97.6,29,0,0,321,12,467,869,2,0,0,2,0,284,867,4,398,250,24,74,5,46,0,3,535,227,18.4
Marcell Harris,51408,S,FLORIDA,11,8,0,56.3,0,1,163,0,0,62.9,72.5,85.4,53.7,86.0,76.7,1,1,0,2,19.0,12.1,7,0,0,25.5,9,0,0,159,2,221,443,27,0,0,27,0,193,416,6,216,61,16,43,3,16,2,0,62,34,6.9
Jaylinn Hawkins,51423,S,CAL,10,3,0,75.0,0,0,130,0,0,48.3,44.5,0.0,60.0,45.4,50.4,0,0,0,0,35.0,22.2,6,0,2,156.3,3,0,0,80,0,82,183,1,0,0,1,0,87,182,1,100,15,6,18,0,4,0,2,65,18,21.7
Jaquan Johnson,51433,S,MIAMI FL,12,3,0,58.6,1,0,220,0,0,73.5,70.8,45.5,56.7,70.7,82.6,0,2,0,1,39.0,7.9,3,1,2,78.8,17,1,0,130,11,268,481,31,0,0,31,0,137,450,36,177,168,14,32,1,29,3,2,134,70,7.9
Anthony Brown,25419,S,E MICHIGAN,7,2,0,55.6,0,0,160,0,0,64.1,64.5,80.9,57.8,63.9,42.7,0,0,0,0,15.0,25.0,3,1,0,62.7,5,0,0,11,0,36,78,8,0,0,8,0,0,70,2,40,59,4,7,1,9,0,0,31,29,6.2
Deionte Thompson,25444,S,ALABAMA,9,3,0,50.0,0,0,103,0,0,70.8,77.0,85.0,,83.9,78.8,0,0,0,1,2.0,6.3,1,0,0,16.7,1,0,0,23,0,44,89,1,0,0,1,0,56,88,0,45,8,7,12,1,2,0,0,2,0,2.0
DeShon Elliott,28854,S,TEXAS,12,13,0,54.1,0,3,311,1,0,82.5,79.5,61.5,60.6,73.4,83.4,0,2,2,6,52.0,7.9,6,9,2,65.8,20,2,0,244,3,434,844,63,0,0,63,0,420,781,43,367,113,20,57,6,37,4,3,277,96,13.9
Christian Campbell,34534,S,GA TECH,4,1,0,60.0,0,0,176,0,0,63.7,55.1,77.0,57.7,39.4,42.1,0,0,0,0,34.0,16.7,1,1,0,127.5,3,0,0,48,1,52,94,0,0,0,0,0,39,94,3,39,6,2,4,0,5,0,1,43,15,14.3
Johnathan Abram,34646,S,MISS STATE,12,10,0,67.7,0,1,227,0,0,68.4,69.2,2.6,70.4,71.0,60.2,1,2,0,0,58.0,15.4,10,4,4,102.8,21,1,0,163,3,246,515,7,0,0,7,0,146,508,18,251,195,16,45,2,31,4,1,249,174,11.9
Tanner Muse,35997,S,CLEMSON,12,13,0,55.0,0,0,140,1,1,68.4,71.8,0.0,57.2,83.5,66.7,2,1,0,0,30.0,17.0,9,4,3,106.7,11,0,0,201,3,236,464,1,0,0,1,0,204,463,6,222,55,11,31,2,20,3,2,122,33,11.1
Isaiah Simmons,42451,S,CLEMSON,11,8,0,37.5,0,1,140,0,0,77.5,78.4,82.6,59.2,79.1,67.5,1,1,0,0,28.0,11.1,4,4,0,94.3,3,1,0,131,2,127,240,9,0,0,9,0,78,231,20,93,19,13,24,2,8,3,1,41,8,13.7
K'Von Wallace,42467,S,CLEMSON,11,2,0,64.3,0,0,140,0,0,83.1,81.7,85.1,,72.7,84.9,0,0,0,1,38.0,4.2,1,2,0,82.4,9,0,0,87,19,205,348,1,0,0,1,0,165,347,0,143,75,4,21,0,14,0,1,110,52,12.2
Daniel Thomas,42544,S,AUBURN,12,7,0,52.9,1,0,115,1,0,57.8,63.6,85.9,71.2,69.8,67.7,2,0,0,1,40.0,11.4,4,1,2,50.9,9,0,0,126,2,180,357,9,0,0,9,0,136,348,11,166,83,4,24,0,17,2,0,119,23,13.2
P.J. Hall,42928,S,TULANE,7,0,0,64.3,0,0,319,0,0,60.2,60.2,83.3,72.9,53.9,43.8,2,2,0,0,38.0,29.4,5,2,2,129.8,9,0,0,86,1,125,268,3,0,0,3,0,41,265,10,133,137,3,12,1,14,4,3,116,28,12.9
Brandon Jones,43049,S,TEXAS,11,10,0,64.3,0,1,311,0,0,52.0,53.8,54.8,48.9,62.8,62.0,3,3,0,0,66.0,17.8,13,3,2,117.7,18,0,0,95,0,406,753,9,0,0,9,0,423,744,16,331,226,15,50,4,28,6,1,337,156,18.7
Vernon Scott,43076,S,TCU,3,0,0,,0,0,305,0,0,62.4,65.2,72.5,,65.2,74.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,4,10,4,18,0,0,0,0,0,2,18,0,14,2,0,1,0,0,0,0,0,0,
Josh Metellus,43395,S,MICHIGAN,12,8,0,50.0,1,1,222,0,0,77.3,72.4,54.0,56.3,62.8,81.4,0,0,0,0,36.0,9.3,5,3,3,69.5,19,0,0,179,25,378,721,21,0,0,21,0,295,700,3,340,199,11,41,0,38,0,0,235,140,12.4
Kyzir White,44485,S,W VIRGINIA,12,18,0,62.5,1,2,343,1,0,88.8,89.8,91.3,61.8,91.3,79.0,3,6,0,3,33.0,10.2,9,3,1,47.9,25,0,0,126,12,344,798,105,0,0,105,0,38,693,66,388,516,31,61,5,40,9,0,240,147,9.6
Jordan Fuller,45326,S,OHIO STATE,11,8,0,43.3,0,1,260,0,0,74.0,75.0,85.2,62.3,73.4,80.9,0,1,0,2,38.0,9.8,6,2,0,43.8,13,0,0,305,13,323,607,5,0,0,5,0,169,602,6,278,115,12,47,2,30,1,1,160,45,12.3
Nick Scott,49012,S,PENN STATE,12,6,0,57.1,0,0,266,0,0,66.5,68.1,82.5,61.1,69.4,70.2,1,0,0,0,7.0,11.1,3,0,0,62.2,4,0,0,107,4,135,255,4,0,0,4,0,99,251,6,114,41,5,18,1,7,1,0,16,10,4.0
Saquan Hampton,49037,S,RUTGERS,8,6,0,47.4,0,0,278,0,0,62.5,67.5,84.1,,76.2,83.2,0,0,0,0,36.0,7.5,3,2,0,100.8,9,0,0,90,2,181,351,0,0,0,0,0,134,351,0,170,125,10,31,0,19,0,2,110,55,12.2
Justin Reid,49048,S,STANFORD,12,12,0,62.8,0,0,300,0,0,77.4,78.4,57.4,77.6,76.1,78.8,1,1,0,5,83.0,10.5,9,5,1,85.2,27,1,0,156,11,414,800,12,0,0,12,0,220,788,8,378,399,21,65,4,43,3,4,406,281,15.0
Tre Flowers,49059,S,OKLA STATE,12,25,0,58.1,0,1,262,0,0,75.0,77.8,44.1,,82.6,89.0,0,0,0,2,49.0,7.1,6,9,3,86.6,18,0,0,193,4,415,717,0,0,0,0,0,371,717,0,302,149,14,54,1,31,0,2,309,138,17.2
Khaleke Hudson,49073,S,MICHIGAN,12,14,1,64.1,2,1,222,0,0,78.6,77.1,39.1,80.8,68.8,90.3,8,10,0,2,25.0,4.5,3,4,3,83.1,25,6,0,246,10,274,681,177,0,0,177,0,44,504,95,312,203,34,50,9,39,24,3,218,158,8.7
Jessie Bates III,49162,S,WAKE,10,7,0,58.3,0,1,339,0,0,70.8,76.3,50.3,59.2,84.9,74.5,0,0,0,1,84.0,13.8,11,5,2,75.8,21,0,0,204,1,355,680,0,0,0,0,0,226,680,1,324,248,22,62,6,36,0,1,237,182,11.3
Tarvarius Moore,49178,S,SO MISS,12,12,0,56.1,1,0,296,1,0,85.5,88.6,88.1,54.7,89.9,79.5,0,0,0,3,59.0,10.3,8,8,2,48.1,23,0,0,356,8,393,761,2,0,0,2,0,112,759,5,363,281,21,58,2,41,0,0,293,150,12.7
Jordan Whitehead,49196,S,PITTSBURGH,9,12,0,59.4,0,0,268,1,0,63.8,66.3,86.7,,68.6,62.1,0,0,0,1,40.0,17.8,13,2,1,117.7,19,0,0,240,4,331,592,1,0,0,1,0,178,591,0,261,169,10,48,0,32,0,5,304,99,16.0
Ronnie Harrison,49206,S,ALABAMA,12,11,0,62.5,0,0,103,0,0,81.0,84.7,88.2,73.0,85.8,78.8,0,1,0,3,39.0,13.2,9,2,0,48.4,10,3,0,188,5,387,705,18,0,0,18,0,407,687,11,307,87,20,48,2,16,4,0,130,69,13.0
Marvell Tell III,49217,S,USC,12,12,0,77.1,1,0,326,0,0,77.2,71.7,58.5,70.7,58.1,89.1,3,4,1,3,50.0,7.1,6,0,1,96.1,27,1,0,311,4,465,848,18,0,0,18,0,355,830,37,346,160,19,66,3,35,8,3,310,145,11.5
Troy Apke,49260,S,PENN STATE,12,6,0,67.9,0,0,266,0,0,81.6,78.5,88.4,51.3,69.9,76.0,1,2,0,1,24.0,11.1,7,2,1,90.9,19,0,0,204,5,381,649,3,0,0,3,0,213,646,17,251,224,17,50,3,28,3,2,157,74,8.3
Marcus Allen,49263,S,PENN STATE,12,17,1,59.3,0,2,266,0,0,68.1,71.8,40.8,72.5,77.5,71.6,1,1,0,1,21.0,11.0,8,1,3,54.7,16,1,1,256,6,364,613,26,0,0,26,0,266,587,19,230,58,23,48,3,27,3,0,121,54,7.6
C.J. Gardner-Johnson,49371,S,FLORIDA,11,6,0,47.8,0,0,163,0,0,69.6,62.8,48.3,70.1,50.4,33.3,1,2,0,2,27.0,27.9,19,3,2,30.3,11,1,0,241,3,282,623,14,0,0,14,0,231,609,10,331,134,16,43,5,23,4,0,136,72,12.4
Donovan Wilson,49408,S,TEXAS A&M,1,0,0,0.0,0,0,312,0,0,64.8,60.1,0.0,66.1,60.8,,1,0,0,0,,,0,0,1,39.6,0,0,0,12,0,15,24,2,0,0,2,0,9,22,2,7,1,0,0,0,1,1,0,0,0,
Ashtyn Davis,49560,S,CAL,10,7,0,72.7,0,0,130,0,0,55.7,60.6,0.0,58.4,77.6,82.3,0,0,0,1,23.0,9.4,3,0,2,83.9,8,0,0,58,2,151,318,5,0,0,5,0,226,313,1,166,27,6,22,0,11,0,1,76,35,9.5
Natrell Jamerson,50440,S,WISCONSIN,12,7,0,45.0,0,0,349,0,0,83.6,87.2,88.6,73.4,88.6,90.2,0,1,1,2,80.0,4.8,2,7,0,69.4,9,3,0,120,5,406,685,13,0,0,13,0,391,672,8,271,155,10,33,2,20,4,2,173,66,19.2
Sheldrick Redwine,50458,S,MIAMI FL,10,13,0,61.8,0,1,220,1,0,71.3,71.3,49.3,54.5,74.8,61.6,0,5,0,2,75.0,16.1,9,5,1,76.5,21,1,0,96,0,348,623,4,0,0,4,0,258,619,26,249,264,13,34,1,34,6,1,307,129,14.6
Brandon Jones,51143,S,NAVY,12,4,0,71.4,0,0,237,0,0,60.3,55.4,38.3,61.4,52.0,48.6,2,5,0,0,28.0,22.5,9,1,1,92.9,10,1,0,268,0,132,346,57,0,0,57,0,5,289,39,175,16,20,27,3,14,8,0,105,69,10.5
Taylor Rapp,51172,S,WASHINGTON,12,13,0,76.9,0,1,340,0,0,77.0,81.1,89.3,63.6,88.9,82.7,0,0,0,1,14.0,7.8,5,0,0,70.4,20,2,0,94,3,338,623,41,0,0,41,0,312,582,22,263,173,18,46,1,26,2,0,126,76,6.3
Armani Watts,51264,S,TEXAS A&M,12,12,1,69.2,1,2,312,2,0,77.5,80.5,56.7,65.6,84.8,66.3,0,2,0,4,45.0,16.1,15,4,2,90.8,36,1,0,261,9,415,798,13,0,0,13,0,211,785,5,378,303,32,66,10,52,3,4,467,195,13.0
Mike Edwards,51282,S,KENTUCKY,12,17,0,66.7,1,0,202,0,0,83.3,79.4,90.1,73.1,63.5,47.5,5,4,0,4,22.0,21.6,21,5,1,65.4,32,1,0,146,2,419,772,41,0,0,41,0,175,731,39,314,408,25,59,3,48,10,2,329,201,10.3
Khari Willis,51304,S,MICH STATE,12,10,0,65.9,0,0,223,0,0,68.8,72.3,88.9,82.1,71.6,57.3,0,2,0,1,32.0,18.8,13,3,1,81.7,27,2,0,281,7,406,698,7,0,0,7,0,217,691,10,282,186,18,46,1,41,4,1,263,127,9.7
David Williams,51316,S,S JOSE ST,10,3,0,42.9,0,1,285,0,0,53.1,57.5,85.3,55.5,61.6,60.7,0,0,0,0,27.0,17.6,3,0,0,59.2,3,0,0,17,0,25,137,69,0,0,68,1,0,68,14,98,51,6,11,0,7,0,0,36,28,12.0
Terrell Edmunds,51334,S,VA TECH,10,13,0,60.0,0,0,337,0,0,55.6,64.2,84.4,75.6,74.6,79.4,1,0,0,2,60.0,8.8,5,4,2,102.4,21,2,0,313,9,298,603,6,0,0,6,0,86,597,8,297,188,20,39,0,35,3,3,383,133,18.2
Will Harris,51336,S,BOSTON COL,12,14,0,48.6,0,0,121,3,1,76.8,74.0,58.5,69.6,66.9,63.6,0,2,0,1,46.0,15.3,11,3,2,65.9,18,1,0,239,14,426,845,20,0,0,20,0,352,825,14,405,220,16,47,4,37,3,1,227,100,12.6
Amani Hooker,51378,S,IOWA,8,2,0,52.9,0,0,192,0,0,86.9,82.2,86.7,59.4,67.2,66.3,0,0,1,2,44.0,17.0,8,2,0,77.5,9,0,0,110,13,288,503,7,0,0,7,0,245,496,1,214,128,4,37,0,17,0,2,129,40,14.3
